oid,site_id,map_marker,name1,name2,name3,website1,website2,phone1,phone2,phone3,street1,street2,city,state_usa,zipcode,latitude,longitude,bu,nu,mu,otp,mat_avail,asm,ba,ref_notes,hh,hwm,rhl,rhs,wm,uo,fqhc,prim_care,telehealth,md,mc,oi,pa,oit,op,ta,hs,mhs,ccc,dvh,pw,ad,se,gl,sp,ah,fem,male,dental,wdc,hcv,ref1,ref2,ref3,ref4,ref5,ref6,ref7,archival_only,why_hidden,data_review,date_update
100068,S00314,other_mat,Penn Medicine,Washington Square,,https://www.pennmedicine.org/for-patients-and-visitors/penn-medicine-locations/penn-medicine-washington-square,,800-789-7366 (PENN),,,800 Walnut St,,Philadelphia,PA,19107,39.94785901,-75.15504904,True,,,,True,,,3 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,geobupe_012,
100069,S00330,other_mat,Temple Health,Temple University Hospital - Jeanes Campus,,,,215-728-2273 (CARE),,,7600 Central Ave,Emergency Department,Philadelphia,PA,19111,40.07083901,-75.087926,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_028,
100070,S00067,dbhids_coe,Penn Medicine,Mothers Matter Program,,https://www.med.upenn.edu/womenswellness/,https://www.pennmedicine.org/updates/blogs/womens-health/2018/march/mothers-matter-offers-compassionate-care-for-maternity-opiate-use,267-593-2969,,,3400 Spruce St,1 West Gates,Philadelphia,PA,19103,39.94998998,-75.19360504,True,False,False,False,True,,,[_] Reconcile DBHIDS/SAMHSA for outpatient yes/no,,,,,,,,,,,,,,False,,,,False,,,True,,,,,,,,,,,,,,,,,,False,,,
100071,S00069,dbhids_coe,Prevention Point,Project HOME Primary Care in Rooms 4-5,,https://ppponline.org/,,215-634-5272,215-320-6187,,2913 Kensington Avenue,,Philadelphia,PA,19134,39.99272902,-75.11965603,True,True,False,False,True,,,,,,,,,,True,True,True,True,True,,,False,False,,,False,,,,,,,True,,,,,,,,,,,,,,False,,,
100072,S00070,dbhids_coe,Project HOME,Stephen Klein Wellness Center,Primary Care in Rooms 4-5,https://projecthome.org/stephen-klein-wellness-center,https://projecthome.org/integrated-medical-behavioral-health-services,215-320-6187 x5756,,,2144 Cecil B. Moore Avenue,,Philadelphia,PA,19121,39.98016601,-75.17080802,True,True,False,False,True,,,,,,,,,,True,True,True,True,True,,,False,False,,,False,,,,,,,,,,,,,,,,,,,,,False,,,
100073,S00072,dbhids_coe,Jefferson University Hospitals,Family Center,Specialized Program for Pregnant Women,https://hospitals.jefferson.edu/departments-and-services/obstetrics-and-gynecology/programs-and-services/maternal-addiction-treatment.html,https://hospitals.jefferson.edu/find-a-location/locations/1233-locust-street.html,215-955-8577,215-955-3792,,1233 Locust Street,Suite 201 or 4th Floor,Philadelphia,PA,19107,39.94811499,-75.16194299,True,False,True,True,True,,,Women only | [_] Reconcile DBHIDS/SAMHSA for buprenorphine no/yes,,,,,,,,,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,,,,,,,,,,,False,,,
100074,S00074,dbhids_coe,Temple Wedge Opioid (TWO) Treatment Program,,,https://medicine.temple.edu/news/temple-launches-center-excellence-address-opioid-use-pregnancy,https://www.templehealth.org/locations/temple-university-hospital,215-707-3008,,,3401 North Broad Street,,Philadelphia,PA,19140,40.005339,-75.15073596,True,False,False,False,True,,,,,,,,,,,,,,,,,False,False,,,False,,,True,,,,,,,,,,,,,,,,,,False,,,
100075,S00089,samhsa_otp,Philadelphia Veterans Affairs Medical Center,Corporal Michael J. Crescenz VAMC,,https://www.philadelphia.va.gov/services/Behavioral_Health.asp,,215-823-5809,215-823-4014,215-823-4070,3900 Woodland Avenue,,Philadelphia,PA,19104,39.94819001,-75.19998601,True,True,True,True,True,,,,,,,,,,,,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,,,,,,,,,,,False,,,
100076,S00107,samhsa_else,Belmont Behavioral Hospital,,,https://www.belmontbehavioral.com/,,215-877-2000,215-581-3700,,4200 Monument Road,,Philadelphia,PA,19131,39.999924,-75.21511401,,True,False,False,True,,,"SAMHSA Find Treatment lists no buprenorphine, but SAMHSA Buprenorphine Practitioner directory lists several waivered providers at this address",,,,,,,,,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,,,,,,,,,,,False,,,
100077,S00108,samhsa_else,Southwest Nu-Stop,Recovery and Educational Center,,https://www.swnustop.com/,,215-729-2014,,,5616 Woodland Avenue,,Philadelphia,PA,19143,39.93381098,-75.22207803,True,True,False,False,True,,,,,,,,,,,,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,False,,,
100078,S00117,samhsa_otp,"Men & Women for Human Excellence, Inc. (MWFHE)",Opioid Treatment Program,,https://mwfhe.org/,,"267-639-9265 (referral line, 8 AM to 8 PM, 7 days)",215-594-3581 (24-hour hotline),215-769-7045,2603 West Cecil B. Moore Avenue,,Philadelphia,PA,19121,39.98140402,-75.17742604,,,,True,True,,,Website lists distinct contact information for 2603 West Cecil B. Moore Ave and 2600 West Cecil B. Moore Ave ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100079,S00124,samhsa_otp,Montgomery County Recovery Center,,,https://www.rhd.org/program/montgomery-county-recovery-center/,,610-272-3710 x201,610-272-3710 x204,,316 DeKalb Street,,Norristown,PA,19401,40.11403397,-75.34205343,False,True,True,True,True,,,,,,,,,,,,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,,,,,,,,,,,False,,,
100080,S00132,samhsa_else,Recovery Centers of America,Lighthouse Voorhees Outpatient,,http://recoverycentersofamerica.com/locations/lighthouse/outpatient/,,856-559-2190,844-242-7956,,526 South Burnt Mill Road,,Voorhees,NJ,08043,39.84752398,-75.005939,False,True,False,False,True,,,,,,,,,,,,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,,,,,,,,,,,False,,,
100081,S00133,samhsa_else,Livengrin Counseling Center,,,https://livengrin.org/,,215-638-5200,866-753-9097,,550 Pinetown Road,Suite 150,Fort Washington,PA,19034,40.14099998,-75.194835,False,True,False,False,True,,,,,,,,,,,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,False,,,
100082,S00136,samhsa_else,Delaware Valley Medical,,,https://pinnacletreatment.com/location/new-jersey/pennsauken/delaware-valley-medical/,,856-665-5100 x1410,856-665-5100,,7980 South Crescent Boulevard,Route 130,Pennsauken,NJ,08109,39.92947402,-75.082979,True,False,True,True,True,,,,,,,,,,,,False,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,,,,,,,,,,,False,,,
100083,S00139,samhsa_else,Crozer Health,First Steps Treatment Center,,https://www.crozerhealth.org/locations/practices/f/first-steps-treatment-center/,,877-257-8377,610-619-8817,610-619-8813,One Medical Center Boulevard,,Chester,PA,19013,39.85601598,-75.36816899,True,True,True,True,True,,,,,,,,,,,,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,,,,,,,,,,,False,,,
100084,S00141,fqhc_else,City of Philadelphia Public Health,District Health Center #2,,https://www.phila.gov/services/mental-physical-health/city-health-centers/,,215-685-1803,215-685-1810,,1700 South Broad Street,Unit 201,Philadelphia,PA,19145,39.92895099,-75.16937103,True,,,,True,,,,,,,,,,True,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100085,S00142,fqhc_else,City of Philadelphia Public Health,District Health Center #3,,https://www.phila.gov/services/mental-physical-health/city-health-centers/,,215-685-7504,215-685-7522,,555 South 43rd Street,,Philadelphia,PA,19104,39.94894501,-75.208971,True,,,,True,,,,,,,,,,True,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100086,S00143,fqhc_else,City of Philadelphia Public Health,District Health Center #4,,https://www.phila.gov/services/mental-physical-health/city-health-centers/,,215-685-7601,215-685-7630,,4400 Haverford Avenue,,Philadelphia,PA,19104,39.96252819,-75.21063116,True,,,,True,,,,,,,,,,True,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100087,S00144,fqhc_else,City of Philadelphia Public Health,District Health Center #5,,https://www.phila.gov/services/mental-physical-health/city-health-centers/,,215-685-2933,215-685-2973,,1900 North 20th Street,,Philadelphia,PA,19121,39.98317901,-75.16692997,True,,,,True,,,,,,,,,,True,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100088,S00145,fqhc_else,City of Philadelphia Public Health,District Health Center #6,,https://www.phila.gov/services/mental-physical-health/city-health-centers/,,215-685-3800,215-685-3803,,321 West Girard Avenue,,Philadelphia,PA,19123,39.96991853,-75.14227521,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100089,S00146,fqhc_else,City of Philadelphia Public Health,District Health Center #9,,https://www.phila.gov/services/mental-physical-health/city-health-centers/,,215-685-5701,215-685-5747,,131 East Chelten Avenue,,Philadelphia,PA,19144,40.0379496,-75.17267458,True,,,,True,,,,,,,,,,True,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100090,S00147,fqhc_else,City of Philadelphia Public Health,District Health Center #10,,https://www.phila.gov/services/mental-physical-health/city-health-centers/,,215-685-0639,,,2230 Cottman Avenue,,Philadelphia,PA,19149,40.04814199,-75.06149401,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100091,S00149,fqhc_else,City of Philadelphia Public Health,Strawberry Mansion Health Center,,https://www.phila.gov/services/mental-physical-health/city-health-centers/,,215-685-2400,215-685-2411,,2840 West Dauphin Street,,Philadelphia,PA,19132,39.99084383,-75.17931232,True,,,,True,,,,,,,,,,True,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100092,S00151,fqhc_else,DVCH,Fairmount Primary Care Center at Girard Medical Center,,https://dvch.org/fairmount-primary-girard/,,215-827-8010,215-235-9600,,801 West Girard Avenue,,Philadelphia,PA,19122,39.97137201,-75.14977598,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100093,S00153,fqhc_else,DVCH,Maria de los Santos Health Center,,https://dvch.org/maria-de-los-santos-health-center/,,215-291-2500,,,401 West Allegheny Avenue,,Philadelphia,PA,19133,39.99992798,-75.13683701,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100094,S00157,fqhc_else,Esperanza,Hunting Park Site,and Main Admin Office,https://esperanzahealth.com/,,215-302-3600,215-302-3150 (office),,4417 North 6th Street,,Philadelphia,PA,19140,40.01893298,-75.13652897,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100095,S00158,fqhc_else,Esperanza,Kensington Site,,https://esperanzahealth.com/,,215-302-3600,215-831-1100,,861 East Allegheny Avenue,,Philadelphia,PA,19134,39.99678799,-75.11348201,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100096,S00161,fqhc_else,FPCN / RHD,Abbotsford-Falls Health Center,and Main Admin Office,https://www.fpcn.com/abbottsford-falls/,https://www.rhd.org/program/family-practice-and-counseling-network/,215-843-9720,215-298-0405 (office),,4700 Wissahickon Avenue,"Building D, Suite 118 or 119",Philadelphia,PA,19144,40.01538098,-75.174055,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100097,S00162,fqhc_else,FPCN / RHD,Stephen and Sandra Sheller 11th Street Family Health Services of Drexel University,,https://www.fpcn.com/stephen-and-sandra-sheller-11th-street-family-health-services-of-drexel-university/,https://www.rhd.org/program/family-practice-and-counseling-network/,215-769-1100,,,850 North 11th Street,,Philadelphia,PA,19123,39.96798702,-75.154971,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100098,S00164,fqhc_else,FPCN / RHD,Health Annex,,https://www.fpcn.com/health-annex/,https://www.rhd.org/program/family-practice-and-counseling-network/,215-727-4721,,,6120-B Woodland Avenue,2nd Floor,Philadelphia,PA,19143,39.92891474,-75.22948144,True,,,,True,,,July 2021: closed for renovation but services provided at alternate location (call for details),,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100099,S00172,fqhc_else,GPHA,Hunting Park Health Center,,https://www.gphainc.org/locations/find-a-location-near-you/#hunting-park-health-center,,215-228-9300,,,1999 West Hunting Park Avenue,,Philadelphia,PA,19140,40.01310999,-75.16109197,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100100,S00177,fqhc_else,PHMC,Congreso Health Center,,https://www.phmc.org/site/programs/health-care-centers/congreso-health-center,,267-765-2272,,,412 West Lehigh Avenue,,Philadelphia,PA,19133,39.99159201,-75.139697,True,,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100101,S00178,fqhc_else,PHMC,Health Connection,,https://www.phmc.org/site/programs/health-care-centers/phmc-health-connection,,215-765-6690,,,1900 North 9th Street,,Philadelphia,PA,19122,39.98117699,-75.14905204,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100102,S00179,fqhc_else,PHMC,Mary Howard Health Center,,https://www.phmc.org/site/programs/health-care-centers/mary-howard,,215-592-4500,,,125 South 9th Street,,Philadelphia,PA,19107,39.94884301,-75.15540099,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100103,S00180,fqhc_else,PHMC,Rising Sun Health Center,,https://www.phmc.org/site/programs/health-care-centers/rising-sun,,215-279-9666,,,5675 North Front Street,,Philadelphia,PA,19120,40.03646801,-75.11935303,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100104,S00181,fqhc_else,Philadelphia FIGHT,Jonathan Lax Treatment Center,and Main Admin Office,https://fight.org/programs/lax-center/,,215-790-1788,215-985-4448 (office),,1233 Locust Street,,Philadelphia,PA,19107,39.94811499,-75.16194299,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100105,S00182,fqhc_else,Philadelphia FIGHT,John Bell Health Center,,https://fight.org/programs/john-bell-center/,,267-725-0252,215-985-4448 (office),,1207 Chestnut Street,,Philadelphia,PA,19107,39.95074,-75.16050499,,True,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100106,S00190,fqhc_else,"Spectrum Health Services, Inc.",Spectrum Community Health Center (SCHC),and Main Admin Office,https://www.spectrumhs.org/locations/spectrum-community-health-center-schc/,,215-471-2750,215-471-2761,,5201 Haverford Avenue,,Philadelphia,PA,19139,39.96542002,-75.225021,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100107,S00185,fqhc_else,Project HOME,Hub of Hope,,https://projecthome.org/hub-hope,https://projecthome.org/integrated-medical-behavioral-health-services,215-309-5225,215-320-6187 x3211,,1401 Arch Street,"Lower Level, Suburban Station Concourse",Philadelphia,PA,19102,39.95473498,-75.16362096,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100108,S00169,fqhc_else,GPHA,Dental and Behavioral Healthcare,,https://www.gphainc.org/locations/find-a-location-near-you/#gpha-inc-dental-and-behavioral-healthcare,,215-724-4700,215-925-2400,,5501 Woodland Avenue,,Philadelphia,PA,19143,39.93547898,-75.220807,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100109,S00174,fqhc_else,GPHA,Southeast Health Center,,https://www.gphainc.org/locations/find-a-location-near-you/#southeast-health-center,,215-339-5100,,,800 Washington Avenue,,Philadelphia,PA,19147,39.93579301,-75.15722004,True,,,,True,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
100111,S00166,tbd_unclear,GPHA,Carl Moore Health Center,,https://www.gphainc.org/locations/find-a-location-near-you/#carl-moore-health-center,,215-755-7700,215-925-2400,,1401 South 31st Street,,Philadelphia,PA,19146,39.93599099,-75.19505301,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100112,S00186,tbd_unclear,QCHC,Quality Community Family Health Center,,https://qchc.org/facilities-1,,215-227-0300,,,2501 West Lehigh Avenue,,Philadelphia,PA,19132,39.996465,-75.17245004,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100113,S00189,tbd_unclear,Sayre Health Center,,,https://www.sayrehealth.org/,,215-474-4444,,,5800 Walnut Street,,Philadelphia,PA,19139,39.95798498,-75.23858904,,,,,,,,"Call to check location. Website lists new address in header: 227 South 59th Street, 19139, but map & footer still have 5800 Walnut St, 19139.",,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100114,S00165,tbd_unclear,FPCN / RHD,Annex West Health Center,,https://www.fpcn.com/annex-west-health-center/,https://www.rhd.org/program/family-practice-and-counseling-network/,267-350-5150,215-243-2800,,3901 Market Street,,Philadelphia,PA,19104,39.957456,-75.20114599,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100115,S00315,other_mat,geobupe_013,,,,,,,,10800 Bustleton Ave,,Philadelphia,PA,19116,40.110982,-75.02505201,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_013,
100116,S00316,other_mat,geobupe_014,,,,,,,,10800 Knights Rd,,Philadelphia,PA,19114,40.07118899,-74.98307996,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_014,
100117,S00317,other_mat,geobupe_015,,,,,,,,11685-C Bustleton Ave,,Philadelphia,PA,19116,40.11832999,-75.01765003,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_015,
100118,S00318,other_mat,geobupe_016,,,,,,,,1324 West Ritner St,,Philadelphia,PA,19148,39.920332,-75.16931504,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_016,
100119,S00319,other_mat,geobupe_017,,,,,,,,230 North Broad St,,Philadelphia,PA,19102,39.957069,-75.16351904,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_017,
100120,S00320,other_mat,geobupe_018,,,,,,,,2301 South Broad St,,Philadelphia,PA,19148,39.92110699,-75.16926902,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_018,
100121,S00321,other_mat,geobupe_019,,,,,,,,2558 North Front St,,Philadelphia,PA,19133,39.989188,-75.13148902,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_019,
100122,S00322,other_mat,geobupe_020,,,,,,,,3 Crescent Dr,2nd Floor,Philadelphia,PA,19112,39.89595102,-75.17400496,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_020,
100123,S00323,other_mat,geobupe_021,,,,,,,,301 East Erie Ave,,Philadelphia,PA,19134,40.00717798,-75.12261463,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_021,
100124,S00324,other_mat,geobupe_022,,,,,,,,3240 North Hancock St,,Philadelphia,PA,19140,40.00020002,-75.13215999,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_022,
100125,S00325,other_mat,geobupe_023,,,,,,,,3400 Civic Center Blvd,,Philadelphia,PA,19104,39.94754901,-75.19253601,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_023,
100126,S00326,other_mat,geobupe_024,,,,,,,,6715 Old York Rd,,Philadelphia,PA,19126,40.05605898,-75.14020323,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_024,
100127,S00327,other_mat,geobupe_025,,,,,,,,7042 Elmwood Ave,,Philadelphia,PA,19142,39.91629,-75.238367,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_025,
100128,S00328,other_mat,geobupe_026,,,,,,,,7131 Frankford Ave,,Philadelphia,PA,19135,40.03520599,-75.04341097,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_026,
100129,S00329,other_mat,geobupe_027,,,,,,,,7335 Frankford Ave,,Philadelphia,PA,19136,40.03705001,-75.03930904,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_027,
100130,S00331,other_mat,geobupe_029,,,,,,,,7901 State Rd,,Philadelphia,PA,19136,40.03109869,-75.02198096,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_029,
100131,S00332,other_mat,geobupe_030,,,,,,,,9501 Roosevelt Blvd,Suite 206,Philadelphia,PA,19114,40.080783,-75.02696199,True,,,,True,,,2 listings for waivered practitioners confirmed in 2020q3/q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,geobupe_030,
100132,S00148,tbd_unclear,City of Philadelphia Public Health,Temporary Site - Health Center 10 Annex,,https://www.phila.gov/services/mental-physical-health/city-health-centers/,,215-685-6769,,,2248 Cottman Avenue,,Philadelphia,PA,19149,40.04774699,-75.06070703,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100133,S00140,tbd_unclear,City of Philadelphia Public Health,"Ambulatory Health Services, Main Admin Office",,https://www.phila.gov/departments/department-of-public-health/,,215-685-4758,,,1101 Market Street,8th Floor,Philadelphia,PA,19107,39.95213399,-75.15845301,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Not a practice site,,
100134,S00150,tbd_unclear,DVCH,Fairmount Primary Care Center,,https://dvch.org/fairmount-primary/,,215-235-9600,,,1412 Fairmount Avenue,2nd Floor,Philadelphia,PA,19130,39.96682399,-75.16141199,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100135,S00154,tbd_unclear,DVCH,Maria de los Santos Women's Health Center,,https://dvch.org/maria-de-los-santos-womens-health/,,215-207-0522,215-291-2500,,400 West Allegheny Avenue,Unit B-5,Philadelphia,PA,19133,39.999249,-75.136477,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100136,S00152,tbd_unclear,DVCH,Fairmount Primary Care Center at Horizon House,,https://dvch.org/fairmount-primary-horizon-house/,,215-222-2466,,,5901 Market Street,,Philadelphia,PA,19139,39.96207099,-75.23911902,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,"Compare oid 227 at 120 South 30th St, 19104 (matches website here: https://dvch.org/fairmount-primary-horizon-house/ but not here: https://dvch.org/contact-dvch/) | See oid 213 for Horizon House website",
100137,S00156,tbd_unclear,DVCH,Parkview Health Center,,https://dvch.org/parkview-health-center/,,215-537-7695,,,841 East Hunting Park Avenue,2nd Floor,Philadelphia,PA,19124,40.012076,-75.11035204,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100138,S00155,tbd_unclear,DVCH,Norristown Regional Health Center,,https://dvch.org/norristown-regional-health/,,610-278-7787,,,1401 DeKalb Street,,Norristown,PA,19401,40.12375698,-75.33382104,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100139,S00160,other_mat,Esperanza,Kensington & Allegheny,,https://esperanzahealth.com/,,215-831-1100,215-302-3600,,3156 Kensington Avenue,,Philadelphia,PA,19134,39.99630201,-75.11431902,True,,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Site closed,,
100140,S00159,tbd_unclear,Esperanza,Fifth Street Site,,https://esperanzahealth.com/,,215-302-3600,215-221-6633,,2940 North 5th Street,,Philadelphia,PA,19133,39.99616501,-75.13955098,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100141,S00163,tbd_unclear,FPCN / RHD,Fast Family Care at Shoprite,,,https://www.rhd.org/program/family-practice-and-counseling-network/,267-597-3610,267-597-3600,,2800 Fox Street,Unit A,Philadelphia,PA,19129,40.00899401,-75.17463696,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Site closed,,
100142,S00167,tbd_unclear,GPHA,Chinatown Medical Services,,https://www.gphainc.org/locations/find-a-location-near-you/#chinatown-medical-services,,215-627-8000,215-925-2400,,432 North 6th Street,,Philadelphia,PA,19123,39.95919584,-75.14867377,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100143,S00175,tbd_unclear,GPHA,Woodland Avenue Health Center,,https://www.gphainc.org/locations/find-a-location-near-you/#woodland-avenue-health-center,,215-726-9807,,,5000 Woodland Avenue,,Philadelphia,PA,19143,39.93959399,-75.21394398,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
100144,S00168,tbd_unclear,GPHA,Frankford Avenue Health Center,,https://www.gphainc.org/locations/find-a-location-near-you/#frankford-avenue-health-center,,215-831-9882,215-744-1302,,4510 Frankford Avenue,,Philadelphia,PA,19124,40.01433899,-75.08635004,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Data needs review,,
